,customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,name,age,age_range
2318,2319,M,63,Librarian,Entertainment,High Net Worth,No,David Darrigrand,36,"(33.2, 40.3]"
2319,2320,F,14,Senior Developer,Manufacturing,Affluent Customer,No,Kaylyn Throssell,56,"(54.5, 61.6]"
2320,2321,F,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,Libbi Freeberne,41,"(40.3, 47.4]"
2321,2322,M,72,Biostatistician III,Health,Mass Customer,Yes,Hazlett Rosenschein,29,"(26.1, 33.2]"
2322,2323,M,2,Desktop Support Technician,Property,High Net Worth,No,Adair Piser,33,"(26.1, 33.2]"
2323,2324,M,44,Sales Associate,Manufacturing,Mass Customer,Yes,Jerrold Robben,55,"(54.5, 61.6]"
2324,2325,M,50,Database Administrator IV,Retail,High Net Worth,Yes,Emmett Whatsize,57,"(54.5, 61.6]"
2325,2326,M,64,Programmer Analyst I,Retail,High Net Worth,No,Trev Boothebie,55,"(54.5, 61.6]"
2326,2327,F,19,Budget/Accounting Analyst II,others,Affluent Customer,No,Alie Sowle,58,"(54.5, 61.6]"
2327,2328,M,63,Dental Hygienist,Health,Mass Customer,Yes,Gayler Shackle,35,"(33.2, 40.3]"
2328,2329,F,7,Computer Systems Analyst II,IT,Affluent Customer,No,Donny Stiven,64,"(61.6, 68.7]"
2329,2330,F,5,Account Coordinator,Property,Mass Customer,No,Claresta Bonnor,31,"(26.1, 33.2]"
2330,2331,F,48,Database Administrator III,Financial Services,Mass Customer,Yes,Marybelle Antal,58,"(54.5, 61.6]"
2331,2332,M,99,Developer III,Property,High Net Worth,Yes,Jeff Goodere,44,"(40.3, 47.4]"
2332,2333,M,82,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,Ives Adolfson,55,"(54.5, 61.6]"
2333,2334,M,30,Food Chemist,Health,Affluent Customer,No,Zebulen Hefford,25,"(18.929, 26.1]"
2335,2336,M,59,Dental Hygienist,Health,Affluent Customer,No,Karney Labrone,43,"(40.3, 47.4]"
2336,2337,F,47,Programmer Analyst II,Health,Mass Customer,No,Odilia Bick,21,"(18.929, 26.1]"
2337,2338,F,13,Programmer Analyst IV,Manufacturing,Mass Customer,No,Clarie Hackworth,35,"(33.2, 40.3]"
2338,2339,M,3,Web Designer II,Property,Affluent Customer,Yes,Damien Haddeston,63,"(61.6, 68.7]"
2339,2340,M,33,Research Assistant IV,Health,Mass Customer,Yes,Joachim Amer,43,"(40.3, 47.4]"
2341,2342,F,87,others,others,Mass Customer,No,Clara Jakel,22,"(18.929, 26.1]"
2342,2343,M,6,Nurse Practicioner,Argiculture,High Net Worth,Yes,Wilhelm Corteis,62,"(61.6, 68.7]"
2343,2344,M,93,Nurse,Financial Services,Mass Customer,Yes,Wat Robelin,28,"(26.1, 33.2]"
2344,2345,F,50,Systems Administrator I,Retail,Affluent Customer,Yes,Arden Godard,35,"(33.2, 40.3]"
2345,2346,M,89,Information Systems Manager,others,Mass Customer,Yes,Joey Scheffler,42,"(40.3, 47.4]"
2346,2347,F,79,Programmer Analyst I,others,High Net Worth,No,L;urette Annott,64,"(61.6, 68.7]"
2347,2348,F,2,Web Designer IV,Manufacturing,Mass Customer,No,Keeley Winslet,64,"(61.6, 68.7]"
2348,2349,F,23,Executive Secretary,Telecommunications,High Net Worth,No,Julee Garwell,42,"(40.3, 47.4]"
2349,2350,F,32,Nurse Practicioner,others,Mass Customer,Yes,Lorinda Malpass,62,"(61.6, 68.7]"
2350,2351,F,35,Assistant Professor,Retail,Affluent Customer,Yes,Felicity Beirne,29,"(26.1, 33.2]"
2351,2352,F,76,Statistician II,others,Mass Customer,Yes,Cilka Dabbes,50,"(47.4, 54.5]"
2352,2353,M,93,Health Coach IV,Health,Affluent Customer,Yes,Lyn Luquet,43,"(40.3, 47.4]"
2353,2354,F,99,Product Engineer,Retail,Mass Customer,No,Tammie Fisbey,63,"(61.6, 68.7]"
2355,2356,F,58,Geological Engineer,Manufacturing,Affluent Customer,No,Arluene Manchester,27,"(26.1, 33.2]"
2356,2357,F,39,Civil Engineer,Manufacturing,Mass Customer,No,Lisette Mingardi,59,"(54.5, 61.6]"
2357,2358,M,26,Senior Sales Associate,Retail,High Net Worth,Yes,Ave Peatt,62,"(61.6, 68.7]"
2358,2359,F,80,Mechanical Systems Engineer,Property,High Net Worth,Yes,Merlina Bream,35,"(33.2, 40.3]"
2359,2360,F,0,VP Accounting,Financial Services,High Net Worth,Yes,Karleen McGenn,47,"(40.3, 47.4]"
2360,2361,F,55,Help Desk Operator,others,High Net Worth,Yes,Jeannette Cerman,67,"(61.6, 68.7]"
2361,2362,M,49,Developer II,Financial Services,Affluent Customer,Yes,Herbie Machans,49,"(47.4, 54.5]"
2362,2363,M,92,Nurse,Entertainment,Mass Customer,Yes,Bobby Farmiloe,38,"(33.2, 40.3]"
2363,2364,M,19,Speech Pathologist,others,Mass Customer,Yes,Fielding Linklater,26,"(18.929, 26.1]"
2364,2365,F,2,Structural Analysis Engineer,Argiculture,Mass Customer,Yes,Lauretta Furmonger,23,"(18.929, 26.1]"
2365,2366,F,51,Web Designer I,Health,Mass Customer,Yes,Idette Mapam,46,"(40.3, 47.4]"
2366,2367,M,40,Electrical Engineer,Manufacturing,Mass Customer,Yes,Lorne Sabin,64,"(61.6, 68.7]"
2367,2368,F,98,Chemical Engineer,Manufacturing,Mass Customer,No,Rowe Losbie,28,"(26.1, 33.2]"
2368,2369,F,80,Financial Analyst,Financial Services,Mass Customer,Yes,Averyl Gosz,25,"(18.929, 26.1]"
2369,2370,F,35,Analyst Programmer,Property,High Net Worth,No,Juliane Calltone,25,"(18.929, 26.1]"
2370,2371,F,22,Staff Scientist,Manufacturing,High Net Worth,Yes,Rory Lokier,55,"(54.5, 61.6]"
2371,2372,M,14,Clinical Specialist,Health,Affluent Customer,No,Jim Shoppee,44,"(40.3, 47.4]"
2372,2373,F,51,Structural Engineer,Manufacturing,High Net Worth,Yes,Cordy Readshall,39,"(33.2, 40.3]"
2373,2374,M,6,Design Engineer,Financial Services,Mass Customer,No,Dolf Baudichon,28,"(26.1, 33.2]"
2374,2375,F,21,Sales Representative,Retail,Affluent Customer,No,Alika Milbourne,34,"(33.2, 40.3]"
2375,2376,F,84,Community Outreach Specialist,others,High Net Worth,Yes,Eada Narbett,63,"(61.6, 68.7]"
2376,2377,F,29,Analog Circuit Design manager,IT,High Net Worth,No,Kristien Dunne,23,"(18.929, 26.1]"
2377,2378,F,41,Research Assistant II,Manufacturing,Affluent Customer,No,Aggi Farncombe,27,"(26.1, 33.2]"
2378,2379,F,85,Occupational Therapist,Health,Affluent Customer,Yes,Trixie Piscopiello,40,"(33.2, 40.3]"
2379,2380,F,44,Technical Writer,Retail,Mass Customer,Yes,Merissa Milella,65,"(61.6, 68.7]"
2380,2381,F,91,Programmer I,Argiculture,Affluent Customer,Yes,Dulsea Pladen,48,"(47.4, 54.5]"
2381,2382,M,79,Accounting Assistant III,Retail,Mass Customer,Yes,Turner Huggens,50,"(47.4, 54.5]"
2382,2383,F,34,Compensation Analyst,Financial Services,Mass Customer,No,Zaria Eberz,43,"(40.3, 47.4]"
2383,2384,M,96,Operator,Health,High Net Worth,Yes,Garey Letrange,60,"(54.5, 61.6]"
2384,2385,M,70,Dental Hygienist,Health,Mass Customer,No,Gaultiero Lissenden,63,"(61.6, 68.7]"
2385,2386,F,93,Compensation Analyst,Financial Services,Mass Customer,No,Adrianne Lowerson,24,"(18.929, 26.1]"
2386,2387,M,33,Nurse,others,High Net Worth,Yes,Roy Jone,44,"(40.3, 47.4]"
2387,2388,M,84,Cost Accountant,Financial Services,Mass Customer,No,Quincy Weben,24,"(18.929, 26.1]"
2388,2389,M,18,Desktop Support Technician,Retail,High Net Worth,No,Sibyl Gudge,48,"(47.4, 54.5]"
2389,2390,F,48,Legal Assistant,Property,Mass Customer,No,Tonya Nealand,57,"(54.5, 61.6]"
2390,2391,F,72,Nurse Practicioner,Health,Mass Customer,No,Corny Millott,60,"(54.5, 61.6]"
2391,2392,F,48,Marketing Assistant,Manufacturing,Affluent Customer,No,Isadora Gronaller,20,"(18.929, 26.1]"
2392,2393,F,68,Registered Nurse,Health,High Net Worth,Yes,Dorian Colledge,40,"(33.2, 40.3]"
2393,2394,F,31,GIS Technical Architect,others,Mass Customer,Yes,Ferne Reese,26,"(18.929, 26.1]"
2394,2395,M,23,Executive Secretary,others,High Net Worth,No,Ashlin Kesby,55,"(54.5, 61.6]"
2395,2396,F,40,Recruiter,Retail,Affluent Customer,Yes,Elmira Wildblood,48,"(47.4, 54.5]"
2396,2397,M,33,Analyst Programmer,Retail,Affluent Customer,Yes,Cassius Birchenough,36,"(33.2, 40.3]"
2398,2399,F,20,Software Consultant,Manufacturing,High Net Worth,Yes,Devonne McPolin,41,"(40.3, 47.4]"
2399,2400,M,73,Office Assistant III,Property,Mass Customer,Yes,Lindsay Stollsteiner,43,"(40.3, 47.4]"
2400,2401,M,7,Staff Scientist,others,Mass Customer,Yes,Drake Riguard,44,"(40.3, 47.4]"
2401,2402,F,99,Cost Accountant,Financial Services,Mass Customer,Yes,Merrielle Strafen,64,"(61.6, 68.7]"
2402,2403,F,41,Technical Writer,Financial Services,Affluent Customer,No,Karalee Tremlett,44,"(40.3, 47.4]"
2403,2404,M,13,Graphic Designer,Retail,Mass Customer,No,Conney Grouse,61,"(54.5, 61.6]"
2404,2405,F,16,Structural Analysis Engineer,others,Mass Customer,No,Quintana Merricks,64,"(61.6, 68.7]"
2405,2406,M,34,Executive Secretary,others,Affluent Customer,Yes,Randal Messager,48,"(47.4, 54.5]"
2408,2409,F,23,others,Health,Mass Customer,No,Carolan Ortler,32,"(26.1, 33.2]"
2409,2410,F,75,Geological Engineer,Manufacturing,Mass Customer,Yes,Eugenia Verey,47,"(40.3, 47.4]"
2410,2411,M,0,Technical Writer,Financial Services,High Net Worth,No,Casey McDade,57,"(54.5, 61.6]"
2411,2412,F,77,Chemical Engineer,Manufacturing,Affluent Customer,No,Tiffi Havercroft,40,"(33.2, 40.3]"
2412,2413,M,27,Environmental Specialist,Manufacturing,High Net Worth,Yes,Abbey Murrow,78,"(75.8, 82.9]"
2414,2415,M,56,Web Designer II,Manufacturing,Mass Customer,No,Tanner Harp,43,"(40.3, 47.4]"
2415,2416,M,19,Office Assistant I,Health,Affluent Customer,No,Eberhard Shalcras,62,"(61.6, 68.7]"
2416,2417,F,27,Nurse,others,Affluent Customer,No,Cacilia Swetland,47,"(40.3, 47.4]"
2417,2418,F,82,Software Engineer III,Property,Mass Customer,Yes,Elspeth Brazil,51,"(47.4, 54.5]"
2418,2419,M,96,Physical Therapy Assistant,Property,High Net Worth,No,Aron Karlsen,43,"(40.3, 47.4]"
2419,2420,F,10,Staff Scientist,Financial Services,High Net Worth,No,Celie Guyers,45,"(40.3, 47.4]"
2420,2421,F,54,Research Nurse,Health,Affluent Customer,Yes,Marilee Garbott,67,"(61.6, 68.7]"
2421,2422,F,96,Librarian,Entertainment,High Net Worth,No,Crysta Woliter,43,"(40.3, 47.4]"
2422,2423,M,49,Professor,IT,Mass Customer,Yes,Lenci Symcox,40,"(33.2, 40.3]"
2423,2424,M,17,others,others,Affluent Customer,Yes,Loren Batkin,39,"(33.2, 40.3]"
2424,2425,M,32,Help Desk Technician,others,Mass Customer,Yes,Barn Sainsberry,45,"(40.3, 47.4]"
2426,2427,F,20,Senior Developer,others,High Net Worth,Yes,Myrta Whibley,23,"(18.929, 26.1]"
2427,2428,M,74,Help Desk Operator,others,Mass Customer,Yes,Pauly Keightley,53,"(47.4, 54.5]"
2428,2429,F,54,Assistant Professor,Manufacturing,Mass Customer,Yes,Emeline Baldi,41,"(40.3, 47.4]"
2429,2430,M,38,Quality Engineer,others,Mass Customer,No,Humbert Dikles,53,"(47.4, 54.5]"
2430,2431,M,15,Senior Cost Accountant,Financial Services,Mass Customer,Yes,Alvy Tyndall,22,"(18.929, 26.1]"
2431,2432,F,67,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,Ebba Melhuish,40,"(33.2, 40.3]"
2432,2433,M,38,Nurse Practicioner,others,High Net Worth,Yes,Burty Strutz,45,"(40.3, 47.4]"
2433,2434,M,40,Environmental Specialist,others,Affluent Customer,No,Lenci Soars,65,"(61.6, 68.7]"
2434,2435,F,69,Account Coordinator,Manufacturing,Mass Customer,No,Orly Ceney,60,"(54.5, 61.6]"
2435,2436,M,37,Help Desk Technician,IT,Mass Customer,No,Jaymie Wellesley,35,"(33.2, 40.3]"
2436,2437,F,90,Marketing Manager,Financial Services,Mass Customer,Yes,Simonette Cressingham,44,"(40.3, 47.4]"
2437,2438,F,76,Speech Pathologist,Manufacturing,Mass Customer,Yes,Lorianne Ethersey,38,"(33.2, 40.3]"
2438,2439,F,44,others,Manufacturing,Affluent Customer,No,Shelly Yakebovitch,54,"(47.4, 54.5]"
2439,2440,F,17,Engineer II,Manufacturing,Affluent Customer,No,Lethia Juanes,62,"(61.6, 68.7]"
2440,2441,F,52,others,Property,High Net Worth,Yes,Loutitia Pinkie,62,"(61.6, 68.7]"
2441,2442,M,8,Social Worker,Health,Affluent Customer,Yes,Odie Enrrico,64,"(61.6, 68.7]"
2442,2443,M,30,Computer Systems Analyst I,Property,High Net Worth,No,Towny Python,31,"(26.1, 33.2]"
2443,2444,M,22,Associate Professor,Manufacturing,High Net Worth,No,Emmet Cristoforo,44,"(40.3, 47.4]"
2444,2445,M,46,Quality Control Specialist,Retail,Affluent Customer,No,Johnnie Prujean,45,"(40.3, 47.4]"
2445,2446,M,33,others,Retail,Affluent Customer,No,Lovell Kiss,65,"(61.6, 68.7]"
2446,2447,M,55,Tax Accountant,others,Affluent Customer,Yes,Richard Poor,24,"(18.929, 26.1]"
2447,2448,F,5,Structural Analysis Engineer,Property,High Net Worth,No,Lorri Iston,29,"(26.1, 33.2]"
2448,2449,M,54,Tax Accountant,others,Affluent Customer,No,Oates Broadberrie,39,"(33.2, 40.3]"
2449,2450,M,64,Structural Engineer,Retail,Affluent Customer,Yes,Jayson Breheny,47,"(40.3, 47.4]"
2450,2451,M,33,Editor,Argiculture,Affluent Customer,Yes,Upton Orford,48,"(47.4, 54.5]"
2451,2452,F,93,Chemical Engineer,Manufacturing,Mass Customer,Yes,Sophronia Yerrill,46,"(40.3, 47.4]"
2452,2453,F,22,Safety Technician II,Telecommunications,High Net Worth,No,Ruthe Campe,29,"(26.1, 33.2]"
2453,2454,F,81,Senior Sales Associate,Property,Mass Customer,Yes,Gene Brome,61,"(54.5, 61.6]"
2454,2455,F,64,others,Manufacturing,Mass Customer,No,Kathe Heatlie,44,"(40.3, 47.4]"
2455,2456,M,9,Sales Associate,others,Mass Customer,No,Reidar Pullin,30,"(26.1, 33.2]"
2456,2457,M,70,Developer IV,IT,High Net Worth,Yes,Benito Vearnals,46,"(40.3, 47.4]"
2457,2458,F,73,Media Manager II,Manufacturing,High Net Worth,Yes,Leilah Liddel,57,"(54.5, 61.6]"
2458,2459,F,67,Quality Engineer,Manufacturing,High Net Worth,No,Jeanna Naulls,35,"(33.2, 40.3]"
2459,2460,M,88,Nurse Practicioner,Manufacturing,High Net Worth,Yes,Mick Boutellier,45,"(40.3, 47.4]"
2461,2462,M,17,Assistant Media Planner,Entertainment,Affluent Customer,No,Fletcher Hutchens,41,"(40.3, 47.4]"
2462,2463,F,54,Pharmacist,Health,Mass Customer,No,Krystle Jovicevic,43,"(40.3, 47.4]"
2463,2464,M,78,Speech Pathologist,Retail,Mass Customer,No,Cleve Jindrak,38,"(33.2, 40.3]"
2464,2465,F,31,Senior Editor,others,Mass Customer,Yes,Paloma Nilles,37,"(33.2, 40.3]"
2465,2466,M,62,Software Test Engineer IV,Entertainment,High Net Worth,No,Araldo Klamp,41,"(40.3, 47.4]"
2466,2467,F,71,Engineer III,Manufacturing,Affluent Customer,Yes,Ynez Fawloe,46,"(40.3, 47.4]"
2467,2468,M,51,Marketing Assistant,Retail,High Net Worth,No,Parker Barenskie,26,"(18.929, 26.1]"
2469,2470,M,70,others,Argiculture,Mass Customer,No,Roy Dunaway,64,"(61.6, 68.7]"
2470,2471,M,55,Geological Engineer,Manufacturing,Mass Customer,Yes,Noland Bresland,43,"(40.3, 47.4]"
2471,2472,M,99,Product Engineer,Health,High Net Worth,Yes,Mathias Element,32,"(26.1, 33.2]"
2473,2474,F,59,Executive Secretary,Argiculture,High Net Worth,Yes,Chrysa Burrett,41,"(40.3, 47.4]"
2474,2475,F,68,Quality Control Specialist,others,Mass Customer,No,Cammi Ambrogioni,44,"(40.3, 47.4]"
2475,2476,M,13,Administrative Officer,Property,High Net Worth,No,Hal Braddon,65,"(61.6, 68.7]"
2476,2477,M,25,Electrical Engineer,Manufacturing,Affluent Customer,Yes,Barney Tilling,44,"(40.3, 47.4]"
2477,2478,M,85,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,Andreas Lamke,55,"(54.5, 61.6]"
2478,2479,F,81,Community Outreach Specialist,Retail,Mass Customer,No,Helge Voller,25,"(18.929, 26.1]"
2479,2480,F,3,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,Adey Shevlin,50,"(47.4, 54.5]"
2480,2481,F,71,Chief Design Engineer,Manufacturing,Mass Customer,Yes,Amber Ruslin,42,"(40.3, 47.4]"
2481,2482,M,95,Pharmacist,Health,Mass Customer,Yes,Regan Siemens,68,"(61.6, 68.7]"
2482,2483,F,54,others,Manufacturing,Mass Customer,No,Greta Cotterrill,34,"(33.2, 40.3]"
2483,2484,F,77,Senior Quality Engineer,Property,Mass Customer,Yes,Elise Slimm,42,"(40.3, 47.4]"
2484,2485,M,93,Help Desk Technician,others,Mass Customer,Yes,Ringo Parkyn,66,"(61.6, 68.7]"
2485,2486,F,77,Structural Engineer,Manufacturing,Mass Customer,Yes,Alaine Halbord,67,"(61.6, 68.7]"
2486,2487,M,92,Operator,IT,Affluent Customer,Yes,Elton Piggford,43,"(40.3, 47.4]"
2487,2488,F,32,Senior Financial Analyst,Financial Services,Mass Customer,Yes,Idalia Braunton,33,"(26.1, 33.2]"
2488,2489,F,42,Speech Pathologist,Retail,Mass Customer,No,Emma Mates,45,"(40.3, 47.4]"
2489,2490,M,28,others,Health,Mass Customer,Yes,Clint Krause,34,"(33.2, 40.3]"
2490,2491,M,74,Clinical Specialist,Health,Mass Customer,No,Tabbie Turone,44,"(40.3, 47.4]"
2491,2492,M,35,Design Engineer,Manufacturing,High Net Worth,No,Gayelord Lipman,47,"(40.3, 47.4]"
2492,2493,M,56,Assistant Media Planner,Entertainment,Mass Customer,Yes,Rey Collum,40,"(33.2, 40.3]"
2493,2494,F,98,Senior Sales Associate,Manufacturing,High Net Worth,No,Donella Emm,47,"(40.3, 47.4]"
2494,2495,F,89,Assistant Professor,IT,Affluent Customer,No,Gwenore Suero,68,"(61.6, 68.7]"
2495,2496,M,29,Web Developer II,Manufacturing,Mass Customer,Yes,Lew Wittleton,41,"(40.3, 47.4]"
2496,2497,M,33,Administrative Assistant IV,Property,Affluent Customer,No,Gustav Aaronsohn,52,"(47.4, 54.5]"
2497,2498,F,70,Software Test Engineer III,Retail,High Net Worth,No,Rosana Emmatt,43,"(40.3, 47.4]"
2498,2499,F,77,Account Representative I,Retail,Mass Customer,No,Doll Tschirschky,48,"(47.4, 54.5]"
2499,2500,F,35,Senior Developer,Property,High Net Worth,Yes,Micky Livings,64,"(61.6, 68.7]"
2500,2501,F,80,Actuary,Financial Services,Mass Customer,Yes,Ora Meaddowcroft,50,"(47.4, 54.5]"
2501,2502,F,6,Structural Engineer,Manufacturing,Mass Customer,Yes,Concordia Mussington,57,"(54.5, 61.6]"
2502,2503,M,80,Budget/Accounting Analyst I,Health,Affluent Customer,Yes,Devlin Laneham,54,"(47.4, 54.5]"
2503,2504,M,52,others,Property,Mass Customer,No,Aloysius Huffer,21,"(18.929, 26.1]"
2504,2505,F,45,VP Marketing,Financial Services,High Net Worth,No,Myrah McCarry,41,"(40.3, 47.4]"
2505,2506,F,97,others,Health,Affluent Customer,No,Arlana Ferrick,66,"(61.6, 68.7]"
2506,2507,F,77,Biostatistician III,Health,Affluent Customer,Yes,Alysa Galilee,35,"(33.2, 40.3]"
2507,2508,M,98,Information Systems Manager,others,Mass Customer,No,Virgil Borkett,25,"(18.929, 26.1]"
2508,2509,M,99,Help Desk Technician,Financial Services,Mass Customer,No,Danya Beadles,50,"(47.4, 54.5]"
2509,2510,M,43,Human Resources Manager,Manufacturing,Mass Customer,Yes,Nealson Lowdham,48,"(47.4, 54.5]"
2510,2511,M,20,Technical Writer,Financial Services,Mass Customer,Yes,Jedidiah Daulby,30,"(26.1, 33.2]"
2511,2512,M,3,Web Developer I,others,High Net Worth,Yes,Franzen Halliday,53,"(47.4, 54.5]"
2512,2513,M,55,Structural Analysis Engineer,Property,Mass Customer,No,Rustie Ligoe,43,"(40.3, 47.4]"
2513,2514,M,25,Senior Financial Analyst,Financial Services,High Net Worth,Yes,Vincenty Sayer,46,"(40.3, 47.4]"
2515,2516,F,42,Registered Nurse,Health,Mass Customer,No,Zoe Kiddye,54,"(47.4, 54.5]"
2516,2517,F,1,Research Nurse,Health,Mass Customer,Yes,Rozanna Kegan,43,"(40.3, 47.4]"
2517,2518,F,53,Recruiting Manager,others,Mass Customer,Yes,Krystalle Ives,67,"(61.6, 68.7]"
2518,2519,M,76,Senior Developer,Manufacturing,Mass Customer,Yes,Ryon Dalliston,42,"(40.3, 47.4]"
2519,2520,M,71,Accountant III,Retail,Affluent Customer,Yes,Gabie Skett,47,"(40.3, 47.4]"
2520,2521,F,35,Chemical Engineer,Manufacturing,High Net Worth,Yes,Kellia Martugin,22,"(18.929, 26.1]"
2521,2522,M,42,others,others,High Net Worth,No,Benton MacGragh,44,"(40.3, 47.4]"
2522,2523,F,28,VP Marketing,Financial Services,Mass Customer,Yes,Lauree Shewery,60,"(54.5, 61.6]"
2523,2524,M,84,Help Desk Technician,Retail,Mass Customer,Yes,Rustie Kingsland,52,"(47.4, 54.5]"
2524,2525,M,25,Cost Accountant,Financial Services,Mass Customer,No,Hans Ison,29,"(26.1, 33.2]"
2525,2526,M,89,Software Test Engineer II,Manufacturing,Mass Customer,No,Izaak Dopson,52,"(47.4, 54.5]"
2526,2527,F,60,Technical Writer,others,Affluent Customer,Yes,Arly Petersen,41,"(40.3, 47.4]"
2527,2528,M,81,Senior Editor,Financial Services,Affluent Customer,No,Cassie Toffaloni,43,"(40.3, 47.4]"
2528,2529,M,81,Quality Engineer,Manufacturing,High Net Worth,Yes,Ben Laidler,67,"(61.6, 68.7]"
2529,2530,F,63,Business Systems Development Analyst,Property,Mass Customer,Yes,Engracia Foulcher,61,"(54.5, 61.6]"
2530,2531,M,48,Teacher,Property,High Net Worth,Yes,Brendan Verbeke,40,"(33.2, 40.3]"
2531,2532,F,27,others,Manufacturing,Mass Customer,No,Milli Hubbert,52,"(47.4, 54.5]"
2532,2533,M,11,Speech Pathologist,Health,Affluent Customer,Yes,Harper Ioannidis,28,"(26.1, 33.2]"
2533,2534,F,70,Research Associate,Manufacturing,Affluent Customer,Yes,Estelle Lithgow,56,"(54.5, 61.6]"
2534,2535,M,53,Accountant III,Financial Services,Affluent Customer,No,Butch Broadnicke,40,"(33.2, 40.3]"
2535,2536,F,71,Associate Professor,Health,Mass Customer,Yes,Aigneis Brignall,57,"(54.5, 61.6]"
2536,2537,F,8,Senior Quality Engineer,others,Affluent Customer,Yes,Peggi Tolan,32,"(26.1, 33.2]"
2537,2538,F,13,others,others,High Net Worth,Yes,Jacinta Petrillo,62,"(61.6, 68.7]"
2538,2539,M,68,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,Tracie Ashdown,54,"(47.4, 54.5]"
2540,2541,M,17,Software Engineer II,Financial Services,High Net Worth,Yes,Cleveland Islep,21,"(18.929, 26.1]"
2541,2542,F,43,Accounting Assistant I,Property,Affluent Customer,Yes,Amanda Leverington,55,"(54.5, 61.6]"
2542,2543,M,41,Web Developer III,others,Affluent Customer,No,Horacio Kitchin,22,"(18.929, 26.1]"
2543,2544,M,73,VP Marketing,Manufacturing,Mass Customer,Yes,Ellery Bowra,33,"(26.1, 33.2]"
2544,2545,F,33,Tax Accountant,Manufacturing,Mass Customer,Yes,Grayce Aumerle,43,"(40.3, 47.4]"
2545,2546,F,45,Assistant Professor,Manufacturing,High Net Worth,No,Marinna Hancke,41,"(40.3, 47.4]"
2546,2547,F,91,Social Worker,Health,Mass Customer,Yes,Aili Scruby,36,"(33.2, 40.3]"
2547,2548,F,11,Chief Design Engineer,others,Mass Customer,No,Kristien Robberts,50,"(47.4, 54.5]"
2548,2549,M,12,Pharmacist,Health,Mass Customer,Yes,Mike Geggus,23,"(18.929, 26.1]"
2549,2550,M,34,Pharmacist,Health,Mass Customer,Yes,Dionysus Elmhurst,24,"(18.929, 26.1]"
2550,2551,F,0,VP Quality Control,others,Mass Customer,No,Gabrila Gobbett,34,"(33.2, 40.3]"
2551,2552,M,1,others,Manufacturing,Affluent Customer,Yes,Allard Skipton,48,"(47.4, 54.5]"
2552,2553,M,42,others,others,High Net Worth,Yes,Buddy Morfell,40,"(33.2, 40.3]"
2553,2554,F,76,Software Engineer III,others,High Net Worth,No,Fan Gaythwaite,39,"(33.2, 40.3]"
2554,2555,M,43,Health Coach IV,Health,Affluent Customer,No,Brad Tenman,45,"(40.3, 47.4]"
2555,2556,M,39,others,Health,Mass Customer,Yes,Chucho Francey,33,"(26.1, 33.2]"
2556,2557,F,37,others,others,Mass Customer,No,Lian Zarfai,43,"(40.3, 47.4]"
2557,2558,F,84,others,Health,High Net Worth,Yes,Imojean Bosquet,47,"(40.3, 47.4]"
2558,2559,F,7,Assistant Media Planner,Entertainment,High Net Worth,No,Fulvia Bernini,52,"(47.4, 54.5]"
2559,2560,M,7,Developer IV,others,Mass Customer,No,Sherm Tythe,41,"(40.3, 47.4]"
2560,2561,F,44,others,Manufacturing,High Net Worth,Yes,Elga McWard,58,"(54.5, 61.6]"
2561,2562,M,98,Internal Auditor,Retail,Mass Customer,No,Boonie Withams,41,"(40.3, 47.4]"
2562,2563,F,49,Administrative Assistant IV,others,Mass Customer,Yes,Perla Sabatier,31,"(26.1, 33.2]"
2563,2564,F,18,Engineer III,Health,Mass Customer,No,Bell Carley,45,"(40.3, 47.4]"
2564,2565,F,62,Junior Executive,Health,Affluent Customer,Yes,Joannes Harbron,52,"(47.4, 54.5]"
2565,2566,F,48,Accountant II,Entertainment,Affluent Customer,Yes,Nani Brilleman,25,"(18.929, 26.1]"
2566,2567,M,97,Systems Administrator IV,Financial Services,Mass Customer,No,Tobe Spirit,46,"(40.3, 47.4]"
2567,2568,F,42,Staff Scientist,Manufacturing,Mass Customer,No,Anna-diana Slyne,38,"(33.2, 40.3]"
2568,2569,M,62,VP Quality Control,Retail,Mass Customer,No,Sig Sellan,36,"(33.2, 40.3]"
2569,2570,M,13,Professor,Financial Services,Mass Customer,Yes,Hirsch Peele,44,"(40.3, 47.4]"
2570,2571,M,97,Internal Auditor,Health,Affluent Customer,Yes,Chariot Keefe,35,"(33.2, 40.3]"
2571,2572,F,30,Engineer III,Financial Services,Mass Customer,No,Sheila McInulty,41,"(40.3, 47.4]"
2572,2573,F,72,Software Engineer I,others,Mass Customer,No,Tera Van Weedenburg,67,"(61.6, 68.7]"
2573,2574,M,73,others,Manufacturing,Mass Customer,No,Humfrey Boyse,42,"(40.3, 47.4]"
2574,2575,M,87,Business Systems Development Analyst,Financial Services,High Net Worth,Yes,Hagan Abrahmer,47,"(40.3, 47.4]"
2575,2576,F,15,Associate Professor,Manufacturing,Mass Customer,No,Lotty Szubert,62,"(61.6, 68.7]"
